,VTI,VEA,VWO,BND,EMB,QQQ,VNQ
1/30/12,-0.003978843,-0.01168144,-0.01501289,0.001191877,0.001993848,0.000827802,-0.007436131
1/31/12,-0.000443835,0.006220744,0.008097169,0.00083333,0.003979762,0.001323375,0.004885981
2/1/12,0.01154528,0.01514688,0.02315142,-0.001020708,-0.002053997,0.008095187,0.009886557
2/2/12,0.001755967,0.002131538,0.003878995,0.001551741,0.006344069,0.003113711,0.002246821
2/3/12,0.01489927,0.01428141,0.01683607,-0.001310936,0.000540324,0.01372325,0.01393113
2/6/12,-0.000575718,-0.004493754,-0.009273916,0.000477247,0.000810117,-0.00080579,-0.003158572
2/7/12,0.00230409,0.006921443,0.002054798,-0.001311939,0.002158448,0.002096792,-0.002534852
2/8/12,0.002155194,0.003885268,0.007746643,-0.001194388,-0.002153799,0.005311412,0.001747151
2/9/12,0.00157707,0.001786287,-0.000452192,0.0001196,0.001169145,0.007204623,-0.007293469
2/10/12,-0.007872933,-0.01842504,-0.02103597,0.000657584,-0.003054225,-0.006914662,-0.009263725
2/13/12,0.007646787,0.01150473,0.01501852,-5.97E-05,0.00531624,0.009203694,0.01015639
2/14/12,-0.001431822,-0.006884153,-0.007284309,0.001314382,0.00161334,0.002537666,-0.01021384
2/15/12,-0.004301627,0.000904122,0.002751638,-0.001312656,0.001342296,-0.006960902,-0.0059658
2/16/12,0.01195268,0.0132491,0.01006171,0.000119423,-0.001161795,0.01370082,0.01054335
2/17/12,0.001423169,0.004160457,0.002490392,-0.00226995,-0.00215619,-0.003143183,0.000802556
2/21/12,-0.000426409,0.000591905,-0.003952106,-0.000598767,0.004581782,0.002837779,-0.0155573
2/22/12,-0.003127575,-0.002366218,0.003287619,0.003354886,0.002677574,-0.004559046,-0.008471822
2/23/12,0.005561885,0.008004758,-0.002259853,0.00047768,0.002403456,0.006633007,0.01248765
2/24/12,0.001418217,0.006764692,0.008153947,0.000716132,0.002220052,0.003451481,0.00129831
2/27/12,0.000849703,-0.006427146,-0.008087998,0.00178914,8.86E-05,0.001407192,-0.001620783
2/28/12,0.00283012,0.009997064,0.01268398,-0.000118996,0.003012283,0.01014823,-0.005844104
2/29/12,-0.006490745,-0.01222702,-0.001789264,-0.00095263,0.000795018,-0.004482122,-0.004082299
3/1/12,0.00766927,0.0106101,0.01030695,-0.001604193,0.002412945,0.00791794,0.006066551
3/2/12,-0.00493303,-0.009915431,-0.00266132,0.002034201,0.0047737,-0.000770108,-0.001466756
3/5/12,-0.004532574,-0.005596537,-0.01489887,-0.002030071,0.000439868,-0.01032844,0.01011913
3/6/12,-0.0160785,-0.03139803,-0.03510159,0.001675235,-0.008882263,-0.009813041,-0.01324931
3/7/12,0.008676767,0.01223235,0.01181427,0.000238971,0.004436557,0.007708005,0.005403665
3/8/12,0.0103226,0.02145024,0.02203466,-0.001552668,0.00450532,0.01077119,-0.005211721
3/9/12,0.004966631,-0.003845048,-0.000972768,-0.00095696,0.001319159,0.004169832,0.004911579
3/12/12,-0.000706058,-0.002078376,-0.009284417,0.000718453,0.002898312,0.000461495,0.00733139
3/13/12,0.01851074,0.01636415,0.02559998,-0.002991146,0.002539635,0.01860106,0.02021672
3/14/12,-0.002081042,-0.009074981,-0.01693778,-0.005880301,-0.005328447,0.00347111,-0.002695022
3/15/12,0.005838985,0.009748947,0.008161428,0.000241481,-0.003776239,0.002857609,-0.001430618
3/16/12,0.001520396,0.007021587,-0.000449752,-0.000120711,0.00088151,-0.000707464,0.005730669
3/19/12,0.003726253,0.004939047,-0.005624297,-0.002655416,-0.002642267,0.007065563,0.006964208
3/20/12,-0.003437371,-0.0121423,-0.01402713,0.000242095,-0.003444007,0.001791353,-0.001414652
3/21/12,-0.001103778,-0.005852999,0.002294595,0.002903785,-0.000974751,0.000149041,-0.001416656
3/22/12,-0.008011075,-0.00703562,-0.01556777,0.001447735,-0.000443458,-0.002085807,-0.01371373
3/23/12,0.004037885,0.006227731,0.00732555,0.00180703,8.87E-05,-0.000612129,0.00623301
3/26/12,0.01384,0.0135573,0.01535267,-0.000120276,-0.002129529,0.0174935,0.01162642
3/27/12,-0.003296779,-0.005524822,-0.004547539,0.001683697,0.00035569,0.001468191,0.000158287
3/28/12,-0.00496142,-0.006432784,-0.01416169,-0.000240176,0.000711127,-0.00398762,-0.001582315
3/29/12,-0.001800516,-0.006768674,-0.00324373,0.002161646,-0.001243555,-0.003797628,0.000475477
3/30/12,0.00263636,0.00829626,0.01046027,-0.002037126,0.002401251,-0.001920763,0.008236978
4/2/12,0.008441746,0.01146046,0.01127209,-5.05E-05,0.0042265,0.01036265,0.007069866
4/3/12,-0.003293612,-0.01801275,-0.00386711,-0.00373491,-0.002749668,-0.000292991,-0.003900156
4/4/12,-0.01115238,-0.02189343,-0.01986761,0.002781421,-0.000177859,-0.01363037,-0.01096315
4/5/12,-0.000696227,-0.00604963,0.00582479,0.001929615,-0.002401959,0.006240686,-0.003800502
4/9/12,-0.011704,-0.005477794,-0.01447765,0.003490622,0.003210278,-0.007531041,-0.01065011
4/10/12,-0.01875091,-0.01988989,-0.01950871,0.002878708,-0.004266697,-0.01606906,-0.02152956
4/11/12,0.00833336,0.01217607,0.01018816,-0.001435268,0.003392295,0.004838949,0.01280786
4/12/12,0.01510398,0.01943248,0.02539155,0.0001198,0.004804279,0.011362,0.01378078
4/13/12,-0.01221217,-0.0196671,-0.01481137,0.002514959,-0.000354179,-0.01510303,-0.004157977
4/16/12,-0.000994738,0.006172745,-0.004698162,0,0.000177118,-0.01118002,0.01365021
4/17/12,0.01522048,0.01625775,0.01038476,-0.000119486,0.002568198,0.02032088,0.008555148
4/18/12,-0.003502872,-0.005735057,-0.004438272,0.000716908,-0.000176633,-0.002545645,-0.006754639
4/19/12,-0.005764956,-0.005464491,-0.003284829,-0.000238829,8.83E-05,-0.01125957,0
4/20/12,0.001555659,0.01007332,0.006355943,-0.000119352,0.003710299,-0.002733075,0.01217777
4/23/12,-0.008613395,-0.0199456,-0.01824559,0.001194297,-0.002552375,-0.009135177,-0.0103125
4/24/12,0.003275934,0.008325638,0.001667851,-0.001192872,0.001058812,-0.005377972,0.01499843
4/25/12,0.01476435,0.01284398,0.008563288,-0.000238914,0.003173209,0.02657181,0.01151031
4/26/12,0.007274715,0.006340668,0.006132036,0.001314068,0.000439356,0.005869065,0.002460459
4/27/12,0.002361086,0.00240018,0.000468834,0.000596553,0.000790412,0.005984464,0.006902852
4/30/12,-0.005126717,-0.005686879,-0.002928772,0.000596106,0.002808247,-0.007138545,-0.002589856
5/1/12,0.006406672,0.005117344,0.007049683,-0.001441673,0.000401003,0.001647702,0.01084465
5/2/12,-0.002214277,-0.007786713,-0.000933401,0.001567966,0.001756275,0.002841256,-0.001511007
5/3/12,-0.008737826,-0.008753423,-0.009692797,0.001313597,0.003944573,-0.01058752,-0.00348068
5/4/12,-0.01665038,-0.01613882,-0.01655659,0.001073393,-0.000349262,-0.02486815,-0.008807925
5/7/12,0.000711483,0.006808957,0.002206318,-0.000357384,-8.73E-05,0.000927437,0.007047751
5/8/12,-0.003696888,-0.01414077,-0.01435756,0.000953333,-0.00174707,-0.003706076,-0.001825692
5/9/12,-0.00599398,-0.01216088,-0.01359547,-0.000595255,-0.00507527,-0.003084276,-0.003200718
5/10/12,0.002584355,0.004734837,0.005168572,-0.0005957,0.000263909,-0.002036609,0.000764456
5/11/12,-0.002720929,-0.006911697,-0.01371208,0.000715193,-0.003077518,-0.000155821,0.002139028
5/14/12,-0.01134407,-0.01771596,-0.02271592,0.001786796,-0.01164226,-0.009348683,-0.01265428
5/15/12,-0.005373931,-0.0132045,-0.007494017,0.000237863,-0.003747976,-0.003302971,-0.005250216
5/16/12,-0.004672892,-0.009791098,-0.01586893,-0.000594425,-0.003851669,-0.00678555,-0.01102141
5/17/12,-0.01731221,-0.01219515,-0.0130039,0.000832636,-0.0062045,-0.0211312,-0.0291948
5/18/12,-0.008360782,-0.008341676,-0.006350491,-0.000594284,-0.001719099,-0.01298489,-0.01212445
5/21/12,0.01851857,0.02288023,0.02309799,0.000118946,0.005982018,0.02795588,0.0217659
5/22/12,0.00029559,-0.003618378,-0.008035286,-0.001664678,0.002973257,-0.001119816,0.001922136
5/23/12,0.001773352,-0.008583698,-0.008100376,0.000714597,-0.006467851,0.001921889,0.001438851
5/24/12,0.001917646,-0.00699304,-0.006058997,-0.00107113,-0.001989161,-0.006553706,0.004469968
5/25/12,-0.002355654,-0.003018114,-0.004240653,0.001191451,0.00126834,-0.001287238,-0.0039733
5/29/12,0.01210153,0.01177263,0.02768169,0,-0.000271433,0.01272758,0.01420142
5/30/12,-0.01574806,-0.02293885,-0.01838899,0.00380816,-9.05E-05,-0.008431415,-0.02375711
5/31/12,-0.002518491,0.00408305,0.003166198,0.001896902,0.001810255,-0.004331789,0.007574556
6/1/12,-0.02569439,-0.02507624,-0.02472379,0.003502977,-0.01571009,-0.0266033,-0.02447215
6/4/12,-0.000914597,0.007994423,0.003775604,-0.002481672,0.01064515,0.007631289,-0.006886407
6/5/12,0.007628929,0.005172401,0.003761402,-0.002014048,0.005790909,0.004107113,0.02063728
6/6/12,0.02331921,0.02881647,0.02810491,-0.001899288,0.01160576,0.02290578,0.0221611
6/7/12,-0.001183809,0.002000649,0.004686288,0.000356789,0.00161334,-0.003998721,-0.007121332
6/8/12,0.008740687,-0.003660523,-0.008292296,0.000594496,0.003489927,0.009635434,0.01418552
6/11/12,-0.01395208,-0.009018051,-0.01228119,0.000831745,0.000445898,-0.0169397,-0.02247368
6/12/12,0.01087285,0.01752614,0.0208995,-0.001543451,0.003832786,0.01221586,0.009485533
6/13/12,-0.007367025,-0.007618465,-0.005053115,0.002140313,0.004084524,-0.006873406,-0.005096348
6/14/12,0.01039034,0.005340513,0.005860098,-0.000593206,0.001591796,0.003701908,0.01456699
6/15/12,0.01028349,0.01560423,0.01592444,0.002255667,0.002383866,0.01239771,0.006153351
6/18/12,0.002908312,-0.00228832,0.003950523,0.000118481,0.002378264,0.009366568,0.008311159
6/19/12,0.01058425,0.01572738,0.01535922,-0.001302862,0.003251275,0.01036484,0.00404346
6/20/12,-0.001865097,0.007096752,-0.001625169,-0.001897486,0.000700726,0.000793949,-0.000464665
6/21/12,-0.02256719,-0.02626521,-0.03643881,0.001663491,-0.003413561,-0.02488727,-0.01627149
6/22/12,0.00808828,0.009868459,0.004028657,-0.002016676,0.001668737,0.01052799,0.000157564
6/25/12,-0.01625101,-0.02280133,-0.01812065,0.002615015,-0.002192021,-0.01925805,-0.005055916
6/26/12,0.004769822,0.005666669,0.008963885,-0.001066939,-0.000439394,0.006277151,0.003351941
6/27/12,0.009642395,0.009612164,0.005487303,0.001068079,0.00307691,0.006078072,0.003977092
6/28/12,-0.002057,0.000984921,-0.004158,0.00106703,-0.001489905,-0.01112879,0.01093327
6/29/12,0.02620729,0.03542145,0.04201463,-0.000710625,0.006934091,0.0315113,0.02554861
7/2/12,0.002726004,0.00696868,0.001001776,0.002100836,0.006160758,0.002961266,0.01100415
7/3/12,0.008155669,0.01038056,0.01826369,-0.001422339,0.001478502,0.008391622,0.005895682
7/5/12,-0.004115824,-0.01525529,-0.008599564,0.002848639,0.002257943,0.000616442,-0.006161762
7/6/12,-0.009405673,-0.01074923,-0.01809169,0.000946879,0.001472993,-0.01247494,0.002419532
7/9/12,-0.002445775,-0.001917589,-0.004543168,0.001891967,0,-0.001871534,0.001055962
7/10/12,-0.008941378,-0.008005124,-0.009888423,0.000944107,0.000346089,-0.009843767,-0.0106992
7/11/12,-0.000727635,0.00419629,0.004609483,-0.00141487,0.004843432,-0.005523094,0.001066256
7/12/12,-0.003931799,-0.01125041,-0.01580421,0.001889196,0.003442947,-0.00936211,0.003043167
7/13/12,0.01564327,0.01462935,0.01864805,0.00011788,0.004803547,0.01521706,0.0122877
7/16/12,-0.002447073,-0.000320356,-0.002034117,0.000589242,0.00452449,-0.002840017,0.001948108
7/17/12,0.006637793,0.003525599,0.01197455,-0.000353391,0.002719467,0.005221487,0.009572231
7/18/12,0.007167431,0.007345942,-0.003524657,0.00164938,0,0.01353692,-0.005925949
7/19/12,0.001707872,0.008243447,0.01010606,-0.000235199,-0.00033902,0.01102654,-0.01043215
7/20/12,-0.009093484,-0.02201254,-0.01488247,0.001882396,0.000254399,-0.01328722,-0.005271061
7/23/12,-0.01104096,-0.02090031,-0.02450172,0.000469625,-0.006272296,-0.0120651,-0.007267272
7/24/12,-0.008989455,-0.01149426,-0.004294563,0.001173781,-0.003667693,-0.007878979,-0.003355212
7/25/12,0.000146337,0.005980077,0.004313086,0.000703371,0.002225855,-0.006670873,-0.000459048
7/26/12,0.01521359,0.03038309,0.02121297,-0.000702877,0.004270949,0.01327147,0.008879391
7/27/12,0.01974056,0.02211534,0.02943797,-0.003751462,0.003402242,0.02367057,0.009559898
7/30/12,-0.000989115,-0.002508621,-0.005942012,0.001882749,0.003560212,-0.000770819,0.004659515
7/31/12,-0.005516258,-0.00502986,-0.003487004,0.001057129,0.001351496,-0.000308495,-0.001496087
8/1/12,-0.003982347,0.000631926,0.003249214,-0.001205772,0.004021668,-0.002932136,-0.004794721
8/2/12,-0.006854144,-0.01389329,-0.01395111,0.001883636,0.000674665,-0.003559872,0.002860621
8/3/12,0.02027313,0.03362149,0.02981295,-0.003642745,0.002865299,0.01895,0.007806585
8/6/12,0.002536645,0.006195811,0.006133465,0.000943529,0.003193254,0.007621951,-0.001042748
8/7/12,0.006044424,0.0089286,0.001950788,-0.002592214,-0.000418792,0.008320772,-0.01178051
8/8/12,0.001257566,0.000305106,0.002920393,-0.000236317,-0.002514062,-0.000450094,-0.006790357
8/9/12,0.000837253,-0.000610142,0.004853209,-0.000590753,-0.004788706,0.003002055,-0.003190506
8/10/12,0.001952027,0.001831544,0.004588231,0.001182295,-0.001097394,0.000598637,0.001371686
8/13/12,-0.000834923,-0.004570431,-0.008173081,0.000118117,0.000422508,0.002393001,-0.000760965
8/14/12,-0.000278611,0.002142746,0.000242417,-0.002479621,0,0.000447723,-0.002132512
8/15/12,0.002229084,-0.003359823,-0.002665389,-0.003551172,-0.003378898,0.002535394,0.004579383
8/16/12,0.007645196,0.01133922,0.01020413,-0.001069185,-0.00178002,0.01190115,0.00759763
8/17/12,0.001931292,0.003333352,-0.005531586,0.001664966,-0.000254723,0.004410513,0.000301678
8/20/12,-0.000137609,-0.003322277,0,-0.000474901,0.001104169,0.001463678,-0.002864502
8/21/12,-0.002065568,0.005757534,-0.002176546,0.001781612,0.002120981,-0.003946166,0.002116713
8/22/12,-0.001241948,-0.001205095,0.000727159,0.004031349,0.005672182,0.004108566,-0.000603514
8/23/12,-0.007460637,-0.005429873,-0.008839954,0.000472377,0.002441291,-0.008183509,-0.003019278
8/24/12,0.005707178,-0.001213252,0.000610911,0,0.000755764,0.006188274,0.003331333
8/27/12,-0.000138438,0.001214726,-0.01001221,0.001534434,0.000419594,0.001610787,0.003018366
8/28/12,-0.000138351,-0.001213252,-0.001726682,0.000353551,0.000922669,0,0.003460779
8/29/12,0.001245969,-0.002733075,-0.004941951,-0.00082469,0.000502787,0,-0.000299959
8/30/12,-0.007466827,-0.01400728,-0.01216791,0.000825371,0.000335044,-0.01008775,-0.00224991
8/31/12,0.005990531,0.009573735,0.008245423,0.003534438,0.001088481,0.006646058,0.003157046
9/4/12,-0.000692362,-0.006117986,-0.004687432,-0.000660212,0.001398298,-0.001027103,0.007043213
9/5/12,0,-0.002154617,-0.005260498,0,0.002095557,-0.001028047,-0.001785642
9/6/12,0.01995558,0.02467622,0.02127931,-0.002354657,0.00200751,0.02219938,0.008944521
9/7/12,0.004891313,0.01475009,0.02354822,0,0.004340902,-0.001438206,0.000886489
9/10/12,-0.005949195,-0.008009506,-0.01204529,0.000236067,0.001994892,-0.01281866,-0.007824015
9/11/12,0.002176329,0.01166278,0.01097295,-0.001297789,0.001327217,-0.001604911,0.002975816
9/12/12,0.00420735,0.005320617,0.004341541,-0.001417634,0.000497039,0.002951972,0.002076834
9/13/12,0.01500204,0.01705386,0.02545633,0.002011099,-0.002235627,0.0135213,0.01228711
9/14/12,0.005326252,0.008962167,0.012178,-0.004958656,0.001991684,0.008913209,0.005557252
9/17/12,-0.004105928,-0.005730681,-0.00879225,0.001423858,-0.001407969,0.000427455,-0.002908734
9/18/12,-0.001729018,-0.003170046,-0.00081699,0.001184816,0.000995295,0.000854544,-0.009480658
9/19/12,0.00079943,0.00231275,-0.000116834,0.001301782,0.000994242,0.001850077,-0.005595713
9/20/12,-0.001331285,-0.006345469,-0.004906521,0.000236339,-0.000656402,-0.000994314,-0.01480823
9/21/12,0.000266653,0.001741584,0.001526148,0.001122548,0.002064974,0.000287213,0.00015034
9/24/12,-0.002212137,-0.002347048,-0.000468836,0.001003235,-0.002645063,-0.005915907,-0.00368206
9/25/12,-0.0102,-0.00770605,-0.01448588,0.002004549,-0.000248686,-0.01398148,-0.01474827
9/26/12,-0.006644039,-0.01015532,-0.004698788,0.001647439,0.000248748,-0.008144345,-0.000154354
9/27/12,0.009964451,0.01146654,0.01609977,-0.000587442,0.00157463,0.01378303,0.004321636
9/28/12,-0.004595166,-0.01909306,-0.005956635,0.000940424,0.003392666,-0.008244138,-0.001550618
10/1/12,0.001765068,0.007907491,0.01054647,0.000757268,0.000990271,-0.001458341,-0.007374323
10/2/12,0.001490927,0.00362097,-0.000711546,0,0.002893027,0.002920943,0.007598163
10/3/12,0.003654138,-0.003908516,-0.005221961,-0.000352761,0.002060496,0.006407492,0.002000573
10/4/12,0.007551207,0.01116809,0.00930564,-0.001646858,8.22E-05,0.003472694,-0.000307238
10/5/12,-0.000267723,0.002089543,-0.000709191,-0.001060492,0.000328982,-0.005335186,0.001229096
10/8/12,-0.003882106,-0.006553507,-0.009226387,0.001297483,-0.002877567,-0.009133153,-0.002148218
10/9/12,-0.01007929,-0.01439279,-0.008118437,-0.001767011,-0.000906997,-0.015959,-0.003690572
10/10/12,-0.005837636,-0.003346535,-0.005055346,0.001534162,0.000165093,-0.005043219,0.004012998
10/11/12,0.001502021,0.006410345,0.009436229,0.000824787,0.005528494,-0.003138062,-0.000768686
10/12/12,-0.004363236,0.000303255,-0.002876384,0.000706352,0.005580177,-0.000449689,-0.003538513
10/15/12,0.008217011,0.008793236,0.006730832,-0.000352927,0.00261139,0.007348498,0.006638881
10/16/12,0.01032321,0.01683202,0.00883474,-0.002000685,0.002360418,0.01414329,0.006134993
10/17/12,0.004705648,0.00945905,0.007928972,-0.002476494,8.12E-05,-0.000587213,-0.002743907
10/18/12,-0.002007246,-0.003305996,-0.002745041,-0.00047279,-0.001948729,-0.01160401,0.01024149
10/19/12,-0.01729687,-0.01342946,-0.0155929,0.001537519,-0.001545679,-0.0239263,-0.008321917
10/22/12,0,0.006253695,0.01038373,-0.001417132,-0.001466637,0.005176558,-0.005035121
10/23/12,-0.01268932,-0.02071621,-0.02083336,0.002246954,-0.001632024,-0.009542522,-0.01012109
10/24/12,-0.002763916,0.001208852,0.001692449,-0.000530952,8.18E-05,-0.003456154,-0.000774641
10/25/12,0.002771576,0.005734942,0.009896207,-0.001593792,-0.001879727,-6.13E-05,-0.002790703
10/26/12,-0.001105609,-0.001200508,-0.006931188,0.002069328,-0.002701991,0.00291582,-0.008706489
10/31/12,0.000553416,-0.001502381,-0.001323714,0.001710976,-0.001559954,-0.006120911,0.009723948
11/1/12,0.01258302,0.01173637,0.01445963,0.000546802,0.00058103,0.01420947,0.004815241
11/2/12,-0.01037829,-0.009518135,-0.006057752,0.000378779,-0.003380853,-0.01067061,0.00664709
11/5/12,0.003173668,-0.003303322,0.004780133,0.001533167,0.00347508,0.006598133,-0.006603199
11/6/12,0.007565379,0.01054541,0.006422466,-0.003179424,0.001648234,0.00182931,0.004328316
11/7/12,-0.02238907,-0.01550389,-0.01519504,0.002362634,-0.000246128,-0.02358495,-0.004463613
11/8/12,-0.01270777,-0.009691087,-0.01217025,0.001532173,0.00156445,-0.01573942,-0.01190477
11/9/12,0.000990095,0.000305759,0.003644352,-0.00094142,-0.000328847,0.004274865,-0.002659962
11/12/12,0.000565224,-0.000611448,0.00290484,0.001531181,-8.23E-05,-0.000157688,-0.002353334
11/13/12,-0.003812973,-0.005200311,-0.009413454,-0.000117631,-0.000986883,-0.006937853,-0.000786275
11/14/12,-0.01403456,-0.01014766,-0.01471735,-0.000235199,-0.000246965,-0.01174973,-0.0187284
11/15/12,-0.00258807,0.003106626,0.003561208,-0.000117672,-0.003046795,-0.003375676,-0.004651116
11/16/12,0.005477833,-0.000619401,0.00246423,-0.000470654,-0.002643096,0.004354346,0.006123062
11/19/12,0.0206452,0.021692,0.01757621,0,0.003312642,0.02376569,0.01233185
11/20/12,0.001123672,0.001213136,-0.002280524,-0.00153028,0.003136585,0.000304132,0.007435552
11/21/12,0.002525611,0.002120676,-0.001467206,-0.001061027,-0.001234276,0.002037634,-0.001727397
11/23/12,0.0130161,0.02146309,0.0155189,0.000236004,0.000576699,0.01517286,0.007393444
11/26/12,-0.001243387,-0.002367618,0.001432606,-0.000235949,0.001891361,0.004329711,0.002029938
11/27/12,-0.005256567,-0.00593298,-0.008345219,0.002006351,0.00131734,-0.003390569,-0.005610048
11/28/12,0.00792657,0.00805731,0.004808866,0.000588874,0.001805657,0.008620652,-0.001253751
11/29/12,0.005794676,0.008881086,0.006939481,0.000588618,0.005079492,0.005952488,0.005491955
11/30/12,-0.000274407,0.001467114,-0.001544735,-0.000705854,0.000162998,-0.001668952,0.002028671
12/3/12,-0.004390775,0.001171904,0.000326131,0.000791146,0.000341732,-0.001975758,0.004049247
12/4/12,-0.001378149,0.002633894,0.002648133,0.000825169,0.000653877,-0.00060912,0.001551085
12/5/12,0.001932092,0.002043302,0.01139059,0.000706602,0.000980174,-0.01107419,-0.003097366
12/6/12,0.00316809,0.00145643,0.006335065,0,0.001550345,0.006421894,0.009321088
12/7/12,0.002883415,0,0.003497354,-0.001883061,-0.001955335,-0.005970597,0.00369398
12/10/12,0.001232151,0.000581747,0.006621744,0.000589589,0.001632628,0.002926266,-0.000460033
12/11/12,0.006290156,0.005523216,0.005193271,-0.000824885,-0.000488978,0.0130528,0.00245468
12/12/12,0.000406403,0.003758342,0.003903605,-0.001533167,-0.000815382,-0.002122167,-0.002754709
12/13/12,-0.00570371,-0.00316822,-0.00480336,-0.002008101,-0.000408055,-0.00788251,-0.007622837
12/14/12,-0.004234939,0.003756171,0.005056337,0.000591822,-0.000734724,-0.009509774,-0.00020565
12/17/12,0.01248462,0.004893442,0.002401087,-0.001750682,-0.001143786,0.01329418,0.00525903
12/18/12,0.01165312,0.00916642,0.006268948,-0.002275113,-0.000736169,0.01521281,0.01030937
12/19/12,-0.006161354,0.002554645,-0.00135569,0.002137771,0.0021282,-0.004308295,-0.001370758
12/20/12,0.00545823,0.008663621,0.006810495,0.000237074,0.002287011,-7.48E-06,0.01311576
12/21/12,-0.008506579,-0.006235755,-0.01093402,0.001421743,0.001222407,-0.01046446,-0.001655888
12/24/12,-0.003404603,-0.002852318,-0.002072693,0.000269088,0.000406992,-0.001993823,0.001311835
12/26/12,-0.004782706,-0.000572096,0.002423253,0.000769574,0.00041563,-0.008759793,-0.004724852
12/27/12,-0.000823908,0.003720695,0.007252184,0.000897388,0.0005711,-0.001550364,0.003675312
12/28/12,-0.01085603,-0.009979997,0.002971453,0.000237891,0.000896939,-0.009627372,-0.006560883
12/31/12,0.01806051,0.01468889,0.01481307,-0.000951157,0.000325873,0.02116804,0.01059749
1/2/13,0.02538211,0.01646329,0.02099711,-0.001547034,0.003013297,0.03178101,0.012462
1/3/13,-0.001463942,-0.01005307,-0.005828646,-0.002979738,-0.000893152,-0.005177089,-0.000150137
1/4/13,0.005331222,0.005641771,0.001769868,0.001554062,-0.003088215,-0.003322249,0.004634448
1/7/13,-0.002916628,-0.005049097,-0.008613061,-0.000716132,0.000570634,0.000306183,0.00226093
1/8/13,-0.00265918,-0.005356708,-0.008242346,0.000955588,-0.004518461,-0.001956502,-0.001938232
1/9/13,0.003066201,0.00481865,0.005840034,-0.000358072,-0.000862624,0.003758268,0.002838285
1/10/13,0.006911275,0.01382222,0.008932593,0,-0.000245731,0.005990738,0.001042748
1/11/13,0.000131923,0.001669487,-0.007525457,0.000716309,-0.004997957,0.001339943,-0.000595138
1/14/13,-0.00105575,0.001388868,0.00401428,0,0.001482216,-0.004460349,0.002828988
1/15/13,0.001849642,-0.001386941,-0.003776144,0.001312187,0.003946684,-0.004928343,0.004751295
1/16/13,-0.000791312,-0.006111145,-0.001783679,-0.000119158,-0.000900906,0.004052293,-0.001182235
1/17/13,0.006862931,0.008384658,0.00692431,-0.001668049,-0.001557462,0.004783254,0.003107068
1/18/13,0.002752642,-0.000554336,0.001109122,0.001551465,0.003284022,-0.002231501,0.004277187
1/22/13,0.005228778,0.000554644,-0.000997163,-0.000953311,-0.001931261,0.001640087,0.005140346
1/23/13,0.001170303,-0.00194023,-0.00632139,0.001550631,0.000705177,0.006102948,-0.000292289
1/24/13,0.001169035,0.005831794,-0.00290181,-0.001429114,0.000245791,-0.01375932,0.002046176
1/25/13,0.005578624,0.01104356,-0.002462431,-0.003219996,-0.004259537,0.005100455,0.00568844
1/28/13,-0.000903105,-0.005734547,-0.007405786,-0.00119644,-0.003208287,0.002238829,0.002610592
1/29/13,0.003357367,0.007415558,0.01175674,-0.00107815,-0.002228247,0.000148952,0.002893166
1/30/13,-0.003989673,0.001090538,-0.005139655,-0.001079222,-0.008602158,-0.002084679,-0.009519741
1/31/13,-0.001809011,-0.003812619,0.000898493,0.001800647,-0.004755545,-0.002238047,-0.005970526
2/1/13,0.009708738,0.007927749,0.006732478,-0.002798502,0.001712747,0.01181398,0.00585997
2/4/13,-0.01051282,-0.01817191,-0.01292915,0.003491791,-0.003275654,-0.01744015,-0.002330377
2/5/13,0.009458452,0.004419885,0.002935887,-0.001679858,0.001938176,0.01474121,-0.00233582
2/6/13,0.001796937,0,-0.002476933,0.002403901,0.00016818,-0.00326121,0.003511933
2/7/13,-0.001793714,-0.007700736,-0.008126425,0.00011993,0.002943142,0.000892403,-0.004228652
2/8/13,0.006032519,0.006929046,0.007965459,-0.000239831,0.004862932,0.01025252,0.009225322
2/11/13,-0.000510346,-0.000825835,-0.00045158,-0.001199166,0.001418424,0.000294224,0.001450935
2/12/13,0.001659496,0.004132274,0.001581199,0.000240085,-0.001016447,-0.004117024,0.00753411
2/13/13,0.001401817,0.003566559,0.004059547,-0.001320377,-0.004820789,0.00354345,-0.000575222
2/14/13,0.001272569,-0.005740921,-0.000898493,0.001442341,8.38E-05,-0.00029431,-0.004172675
2/15/13,-0.001143924,-0.003574299,-0.001573734,-0.000840131,-0.001424605,-0.002943296,0.000433446
2/19/13,0.006998385,0.01241713,0.000450359,-0.000360346,0.001174886,0.007232441,0.00794343
2/20/13,-0.01326767,-0.009266835,-0.009227996,0.000720951,-0.004274955,-0.0153868,-0.006447981
2/21/13,-0.006787025,-0.01540571,-0.01135847,0.000960637,-0.001599482,-0.0107159,-0.007499231
2/22/13,0.009669933,0.01480857,0.003906208,0.000479857,-0.001180433,0.01006467,0.01002619
2/25/13,-0.01838839,-0.02340304,-0.01487749,0.00323737,0.001181828,-0.01234755,-0.01899007
2/26/13,0.00637437,0.007330091,0.00673794,0.00047808,0.005143344,0.003770171,0.006892524
2/27/13,0.01228021,0.01259448,0.009000678,-0.00023888,0.000587197,0.01020133,0.00728226
2/28/13,-0.000893879,-0.000552804,-0.004917661,0.000477965,-0.000922205,-0.002067252,-0.001012252
3/1/13,0.002300618,-0.002212334,0.00149405,0.000547562,-0.004128188,0.004172858,0.00332904
3/4/13,0.004590673,0.004434586,-0.008721622,-0.000239228,0.003636366,0.004452405,0.007501394
